Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
comparison | comparison | [C1707455] | [C1707455]| [ activity ]  |  [ activity ]  | 34499 | 34499
including | including | [C0332257] | [C0332257]| [ functional concept ]  |  [ functional concept ]  | 9843 | 9843
timed | timed | [C0392761] | [C0392761]| [ temporal concept ]  |  [ temporal concept ]  | 337412 | 337412
glp-1 receptor agonist | glp-1 receptor agonist | [C1562104] | [C1562104]| [ pharmacologic substance / hormone ]  |  [ pharmacologic substance / hormone ]  | 192032 | 192032
tri | tri | [C0814229] | [C0814229]| [ intellectual product ]  |  [ intellectual product ]  | 90 | 90
less | less than 35 | [C0439092, C0547044] | [C3843322]| [ quantitative concept ]  ;  [ qualitative concept ]  |  [ finding ]  | 15787 | 15787
conflicting | conflicting | [C0009671] | [C0009671]| [ individual behavior ]  |  [ individual behavior ]  | 41575 | 41575
condition | condition | [C1705253] | [C1705253]| [ conceptual entity ]  |  [ conceptual entity ]  | 21340 | 21340
trr | trr | [C1865980] | [C1865980]| [ gene or genome ]  |  [ gene or genome ]  | 227714 | 227714
tt4 | tt4 | [C5557250] | [C5557250]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 146959 | 146959
improve | improve | [C0184511] | [C0184511]| [ finding ]  |  [ finding ]  | 8380 | 8380
high risk | high risk of | [C0332167] | [C0332167]| [ finding ]  |  [ finding ]  | 180333 | 180333
metabolism | metabolism | [C1291081] | [C1291081]| [ functional concept ]  |  [ functional concept ]  | 945 | 945
unstable angina | unstable angina | [C0002965] | [C0002965]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 205104 | 205104
nutrition guidelines | nutrition guidelines | [C3658297] | [C3658297]| [ intellectual product ]  |  [ intellectual product ]  | 146004 | 146004
specialized | specialized nurse | [C1704211] | [C0334937]| [ conceptual entity ]  |  [ professional or occupational group ]  | 100893 | 100893
drug administration | drug administration | [C3469597] | [C3469597]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 20397 | 20397
incretin | incretin | [C1562292] | [C1562292]| [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  |  [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  | 365904 | 365904
university | university hospital | [C0041740] | [C0020028]| [ manufactured object / organization ]  |  [ manufactured object / health care related organization ]  | 197360 | 197360
technique | technique | [C0449851] | [C0449851]| [ functional concept ]  |  [ functional concept ]  | 139026 | 139026
guided self-help | guided self-help | [C5230568] | [C5230568]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 291993 | 291993
effective | effective | [C1280519] | [C1280519]| [ qualitative concept ]  |  [ qualitative concept ]  | 7805 | 7805
times | times of day | [C1632851] | [C0439548]| [ quantitative concept ]  |  [ temporal concept ]  | 148629 | 148629
wound | wound management | [C1547965, C1549529, C1550680] | [C1272654]| [ intellectual product ]  ;  [ functional concept ]  ;  [ body substance ]  |  [ therapeutic or preventive procedure ]  | 173832 | 173832
assess risk | assess risk | [C0679809] | [C0679809]| [ health care activity ]  |  [ health care activity ]  | 410356 | 410356
angiotensin converting enzyme inhibitor | angiotensin converting enzyme inhibitor | [C0003015] | [C0003015]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 102602 | 102602
direction | direction | [C0700158] | [C0700158]| [ biomedical or dental material ]  |  [ biomedical or dental material ]  | 20343 | 20343
ageing | ageing | [C0001811] | [C0001811]| [ organism function ]  |  [ organism function ]  | 441614 | 441614
comments | comments | [C0947611] | [C0947611]| [ intellectual product ]  |  [ intellectual product ]  | 191166 | 191166
standard of care | standard of care | [C2936643] | [C2936643]| [ health care activity ]  |  [ health care activity ]  | 19712 | 19712
maximal | maximal | [C0806909] | [C0806909]| [ quantitative concept ]  |  [ quantitative concept ]  | 155319 | 155319
blood glucose monitoring | blood glucose monitoring | [C1820407] | [C1820407]| [ finding ]  |  [ finding ]  | 185044 | 185044
communications technology | communications technology | [C5201004] | [C5201004]| [ intellectual product ]  |  [ intellectual product ]  | 262097 | 262097
reservations | reservations | [C1514889] | [C1514889]| [ geographic area ]  |  [ geographic area ]  | 330243 | 330243
ldl | ldl cholesterol | [C1325353] | [C0428474]| [ molecular function ]  |  [ laboratory procedure ]  | 162664 | 162664
stable | stable | [C1547311] | [C1547311]| [ intellectual product ]  |  [ intellectual product ]  | 189432 | 189432
activities | activities of daily living | [C2239122] | [C2242847]| [ finding ]  |  [ finding ]  | 358429 | 358429
quantitative | quantitative sensory testing | [C0392762] | [C0430838]| [ quantitative concept ]  |  [ diagnostic procedure ]  | 178085 | 178085
remission | remission | [C0687702] | [C0687702]| [ neoplastic process ]  |  [ neoplastic process ]  | 16718 | 16718
renal function | renal function tests | [C0232804] | [C0022662]| [ organ or tissue function ]  |  [ laboratory procedure ]  | 154023 | 154023
cv10 | cv10 | [C0450819] | [C0450819]| [ body location or region ]  |  [ body location or region ]  | 408898 | 408898
csl | csl | [C1413754, C1420261] | [C1413754, C1420261]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 227376 | 227376
maintenance | maintenance | [C0677908] | [C0677908]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 58516 | 58516
cv11 | cv11 | [C0450820] | [C0450820]| [ body location or region ]  |  [ body location or region ]  | 409185 | 409185
prior diagnosis | prior diagnosis | [C0332132] | [C0332132]| [ qualitative concept ]  |  [ qualitative concept ]  | 503589 | 503589
novo nordisk | novo nordisk | [C0331875] | [C0331875]| [ health care related organization ]  |  [ health care related organization ]  | 190918 | 190918
cluster | cluster | [C1555715, C1704332] | [C1555715, C1704332]| [ intellectual product ]  ;  [ quantitative concept ]  |  [ intellectual product ]  ;  [ quantitative concept ]  | 94339 | 94339
risk assessment | risk assessment | [C0679809] | [C0679809]| [ health care activity ]  |  [ health care activity ]  | 80932 | 80932
lack of motivation | lack of motivation | [C0456814] | [C0456814]| [ finding ]  |  [ finding ]  | 111161 | 111161
glomerular filtration | estimated glomerular filtration rate | [C0232809] | [C3811844]| [ organ or tissue function ]  |  [ laboratory procedure ]  | 216347 | 216337
health state | health state | [C0683314] | [C0683314]| [ finding ]  |  [ finding ]  | 105053 | 105053
pres | pres | [C1822756] | [C1822756]| [ gene or genome ]  |  [ gene or genome ]  | 3443 | 3443
functional impairment | functional impairment | [C4062321] | [C4062321]| [ finding ]  |  [ finding ]  | 487396 | 487396
radiology | radiology | [C1405978] | [C1405978]| [ finding ]  |  [ finding ]  | 174340 | 174340
prev | prev med | [C1552852] | [C0033110]| [ intellectual product ]  |  [ biomedical occupation or discipline ]  | 124516 | 124516
led | led | [C1708698] | [C1708698]| [ manufactured object ]  |  [ manufactured object ]  | 11183 | 11183
neurol | neurol | [C0027855] | [C0027855]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 423251 | 423251
supply | supply | [C0699914] | [C0699914]| [ quantitative concept ]  |  [ quantitative concept ]  | 356413 | 356413
uncertain | uncertain | [C0087130] | [C0087130]| [ finding ]  |  [ finding ]  | 184811 | 184811
docu | docu | [C0719988] | [C0719988]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 48115 | 48115
tus | tus | [C2348813] | [C2348813]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 487 | 487
fact sheet | fact sheet | [C0683876] | [C0683876]| [ intellectual product ]  |  [ intellectual product ]  | 28175 | 28175
docs | docs | [C1152025] | [C1152025]| [ molecular function ]  |  [ molecular function ]  | 89222 | 89222
medications | medications | [C0802604] | [C0802604]| [ clinical attribute ]  |  [ clinical attribute ]  | 6815 | 6815
let | let | [C0406636] | [C0406636]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 42046 | 42046
state | state | [C1301808, C1442792] | [C1301808, C1442792]| [ geographic area ]  ;  [ functional concept ]  |  [ geographic area ]  ;  [ functional concept ]  | 34240 | 34240
les | les | [C0227192] | [C0227192]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 6368 | 6368
worker | worker | [C1306056] | [C1306056]| [ occupation or discipline ]  |  [ occupation or discipline ]  | 175578 | 175578
lev | lev | [C0023556] | [C0023556]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 6897 | 6897
cv2 | cv2 | [C1427047, C1446445] | [C1427047, C1446445]| [ gene or genome ]  ;  [ immunologic factor ]  |  [ gene or genome ]  ;  [ immunologic factor ]  | 161748 | 161748
defined | defined | [C1704788] | [C1704788]| [ intellectual product ]  |  [ intellectual product ]  | 15691 | 15691
element | element | [C1705248] | [C1705248]| [ conceptual entity ]  |  [ conceptual entity ]  | 119505 | 119505
cv4 | cv4 | [C1704539] | [C1704539]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 162060 | 162060
carer | carer support | [C1305660] | [C0150162]| [ professional or occupational group ]  |  [ health care activity ]  | 489848 | 489848
cv3 | cv3 | [C0450812] | [C0450812]| [ body location or region ]  |  [ body location or region ]  | 161951 | 161951
dilated | dilated veins | [C0700124] | [C0856757]| [ finding ]  |  [ pathologic function ]  | 171701 | 171701
cv6 | cv6 | [C0450815] | [C0450815]| [ body location or region ]  |  [ body location or region ]  | 163149 | 163149
individual risk factors | individual risk factors | [C0815141] | [C0815141]| [ clinical attribute ]  |  [ clinical attribute ]  | 416460 | 416460
ered | ered | [C1852551] | [C1852551]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 11728 | 11728
cv5 | cv5 | [C0450814] | [C0450814]| [ body location or region ]  |  [ body location or region ]  | 162203 | 162203
cv8 | cv8 | [C0450817] | [C0450817]| [ body location or region ]  |  [ body location or region ]  | 401567 | 401567
cv7 | cv7 | [C0450816] | [C0450816]| [ body location or region ]  |  [ body location or region ]  | 401457 | 401457
cv9 | cv9 | [C0450818] | [C0450818]| [ body location or region ]  |  [ body location or region ]  | 401829 | 401829
night | night | [C0240526] | [C0240526]| [ temporal concept ]  |  [ temporal concept ]  | 81181 | 81181
vulnerability | vulnerability | [C1821973] | [C1821973]| [ finding ]  |  [ finding ]  | 477324 | 477324
each | each | [C1457900] | [C1457900]| [ quantitative concept ]  |  [ quantitative concept ]  | 25382 | 25382
diabetic neuropathies | diabetic neuropathies | [C0011882] | [C0011882]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 479978 | 479978
offering | offering | [C1444648] | [C1444648]| [ finding ]  |  [ finding ]  | 128838 | 128838
fenofibrate | fenofibrate | [C0033228] | [C0033228]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 162588 | 162588
cut | cut | [C1413827] | [C1413827]| [ gene or genome ]  |  [ gene or genome ]  | 7016 | 7016
document | document | [C1301746] | [C1301746]| [ intellectual product ]  |  [ intellectual product ]  | 63173 | 63173
availability | availability of | [C0470187] | [C0470187]| [ functional concept ]  |  [ functional concept ]  | 142873 | 142873
diabetol | diabetol | [C0701230] | [C0701230]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 28990 | 28990
hba1c test | hba1c test | [C0850989] | [C0850989]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 5911 | 5911
two | two times | [C0205448] | [C1948050]| [ quantitative concept ]  |  [ quantitative concept ]  | 103329 | 103329
hypoglycemic agents | hypoglycemic agents | [C0020616] | [C0020616]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 23670 | 23670
cvd | cvd | [C0007222, C0007820] | [C0007222, C0007820]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  | 10403 | 10403
promote | promote | [C1875701] | [C1875701]| [ food ]  |  [ food ]  | 130397 | 130397
sglt2 | sglt2 inhibitor | [C1420201] | [C3273807, C3542461]| [ gene or genome ]  |  [ organic chemical / pharmacologic substance ]  ;  [ pharmacologic substance ]  | 23459 | 23459
2 hour | 2 hour | [C1292425] | [C1292425]| [ temporal concept ]  |  [ temporal concept ]  | 8973 | 8973
worries | worries | [C0233481] | [C0233481]| [ finding ]  |  [ finding ]  | 141091 | 141091
does | does | [C1272751] | [C1272751]| [ finding ]  |  [ finding ]  | 61473 | 61473
attack | attack | [C1261512, C1304680] | [C1261512, C1304680]| [ social behavior ]  ;  [ finding ]  |  [ social behavior ]  ;  [ finding ]  | 405022 | 405022
reported | reported by | [C0684224, C0700287] | [C1709908]| [ intellectual product ]  ;  [ health care activity ]  |  [ group ]  | 351171 | 351171
ankle | ankle oedema | [C1283839] | [C0235439]| [ body location or region ]  |  [ pathologic function ]  | 471484 | 471484
relative to | relative to | [C3875154] | [C3875154]| [ idea or concept ]  |  [ idea or concept ]  | 330419 | 330419
revascularization | revascularization | [C0581603] | [C0581603]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 163212 | 163212
family practice | family practice | [C0015607] | [C0015607]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 93753 | 93753
occurred | occurred | [C1709305] | [C1709305]| [ activity ]  |  [ activity ]  | 41244 | 41244
languages | languages | [C0023008] | [C0023008]| [ language ]  |  [ language ]  | 139007 | 139007
prevention of recurrence | prevention of recurrence | [C0814337] | [C0814337]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 174552 | 174552
biochemical | biochemical | [C0205474] | [C0205474]| [ functional concept ]  |  [ functional concept ]  | 169791 | 169791
chronic diseases | chronic diseases | [C0008679] | [C0008679]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 43684 | 43684
desires | desires | [C0871633] | [C0871633]| [ mental process ]  |  [ mental process ]  | 135042 | 135042
lifestyle counselling | lifestyle counselling | [C0730543] | [C0730543]| [ educational activity ]  |  [ educational activity ]  | 184985 | 184985
replaced | replaced by | [C0559956] | [C1299987]| [ functional concept ]  |  [ functional concept ]  | 299167 | 299167
team | team | [C0871489] | [C0871489]| [ group ]  |  [ group ]  | 96232 | 96232
