Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
tri | tri | [C0814229] | [C0814229]| [ intellectual product ]  |  [ intellectual product ]  | 10422 | 10422
less | less than five | [C0439092, C0547044] | [C4084795]| [ quantitative concept ]  ;  [ qualitative concept ]  |  [ finding ]  | 213207 | 213207
half-life | half-life | [C0018517] | [C0018517]| [ temporal concept ]  |  [ temporal concept ]  | 80385 | 80385
tumor necrosis factor inhibitors | tumor necrosis factor inhibitors | [C3537192] | [C3537192]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 66417 | 66417
immunosuppressive therapy | immunosuppressive therapy | [C0021079] | [C0021079]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 61040 | 61040
rheum | rheum | [C0035431] | [C0035431]| [ plant ]  |  [ plant ]  | 116 | 116
conflicting | conflicting | [C0009671] | [C0009671]| [ individual behavior ]  |  [ individual behavior ]  | 215853 | 215853
condition | condition | [C1705253] | [C1705253]| [ conceptual entity ]  |  [ conceptual entity ]  | 4665 | 4665
improve | improve | [C0184511] | [C0184511]| [ finding ]  |  [ finding ]  | 36358 | 36358
iroko | iroko | [C1021003] | [C1021003]| [ plant ]  |  [ plant ]  | 3778 | 3778
high risk | high risk of | [C0332167] | [C0332167]| [ finding ]  |  [ finding ]  | 73174 | 73174
metabolism | metabolism | [C1524026] | [C1524026]| [ cell function ]  |  [ cell function ]  | 222540 | 222540
patient has | patient has | [C0332310] | [C0332310]| [ functional concept ]  |  [ functional concept ]  | 18554 | 18554
drug administration | drug administration | [C3469597] | [C3469597]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 60604 | 60604
university | university hospital | [C0041740] | [C0020028]| [ manufactured object / organization ]  |  [ manufactured object / health care related organization ]  | 162528 | 162528
technique | technique | [C0449851] | [C0449851]| [ functional concept ]  |  [ functional concept ]  | 86253 | 86253
effective | effective | [C1280519] | [C1280519]| [ qualitative concept ]  |  [ qualitative concept ]  | 17816 | 17816
times | times | [C1632851] | [C1632851]| [ quantitative concept ]  |  [ quantitative concept ]  | 34859 | 34859
treatment option | treatment option | [C0683525] | [C0683525]| [ finding ]  |  [ finding ]  | 4418 | 4418
tst | tst | [C1421210] | [C1421210]| [ gene or genome ]  |  [ gene or genome ]  | 58553 | 58553
muscle | muscle power | [C0026845] | [C0427052]| [ tissue ]  |  [ finding ]  | 181811 | 181811
cri | cri | [C1704519, C1826843] | [C1704519, C1826843]| [ physiologic function ]  ;  [ gene or genome ]  |  [ physiologic function ]  ;  [ gene or genome ]  | 5987 | 5987
celgene | celgene | [C4289827] | [C4289827]| [ health care related organization ]  |  [ health care related organization ]  | 9881 | 9881
direction | direction | [C0700158] | [C0700158]| [ biomedical or dental material ]  |  [ biomedical or dental material ]  | 30507 | 30507
crp | crp | [C1413716, C1413766] | [C1413716, C1413766]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 133997 | 133997
glucocorticoid | glucocorticoid therapy | [C0017710] | [C0744425]| [ organic chemical / hormone ]  |  [ therapeutic or preventive procedure ]  | 38842 | 38842
comments | comments | [C0947611] | [C0947611]| [ intellectual product ]  |  [ intellectual product ]  | 77115 | 77115
lda | lda | [C0226032, C0267243] | [C0226032, C0267243]| [ body part, organ, or organ component ]  ;  [ disease or syndrome ]  |  [ body part, organ, or organ component ]  ;  [ disease or syndrome ]  | 428897 | 428897
nurse and patient | nurse and patient | [C0028658] | [C0028658]| [ social behavior ]  |  [ social behavior ]  | 199628 | 199628
standard of care | standard of care | [C2936643] | [C2936643]| [ health care activity ]  |  [ health care activity ]  | 178970 | 178970
doctor | doctor | [C2348314] | [C2348314]| [ intellectual product ]  |  [ intellectual product ]  | 191479 | 191479
health centre | health centre | [C0475309] | [C0475309]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 163256 | 163256
stable | stable | [C1547311] | [C1547311]| [ intellectual product ]  |  [ intellectual product ]  | 93043 | 93043
activities | activities of daily living | [C2239122] | [C2242847]| [ finding ]  |  [ finding ]  | 135328 | 135328
remission | remission | [C0687702] | [C0687702]| [ neoplastic process ]  |  [ neoplastic process ]  | 18608 | 18608
chiropractic | chiropractic | [C0344217] | [C0344217]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 223964 | 223964
at work | at work | [C3842633] | [C3842633]| [ finding ]  |  [ finding ]  | 160156 | 160156
latent tuberculosis infection | latent tuberculosis infection | [C1609538] | [C1609538]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 128488 | 128488
patient-reported | patient-reported outcomes | [C0747307] | [C2987124]| [ intellectual product ]  |  [ intellectual product ]  | 27127 | 27127
maintenance | maintenance dose | [C0677908] | [C3714445]| [ therapeutic or preventive procedure ]  |  [ quantitative concept ]  | 142693 | 142693
cluster | cluster | [C1555715, C1704332] | [C1555715, C1704332]| [ intellectual product ]  ;  [ quantitative concept ]  |  [ intellectual product ]  ;  [ quantitative concept ]  | 99946 | 99946
small molecule | small molecule | [C1328819] | [C1328819]| [ organic chemical ]  |  [ organic chemical ]  | 26586 | 26586
led | led | [C1708698] | [C1708698]| [ manufactured object ]  |  [ manufactured object ]  | 1465 | 1465
lung disease | lung disease | [C0024115] | [C0024115]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 84160 | 84160
uncertain | uncertain | [C0087130] | [C0087130]| [ finding ]  |  [ finding ]  | 1629 | 1629
preg | preg | [C0851363] | [C0851363]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 84094 | 84094
functional ability | functional ability | [C0001288] | [C0001288]| [ daily or recreational activity ]  |  [ daily or recreational activity ]  | 238798 | 238798
conventional tens | conventional tens | [C0394678] | [C0394678]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 236567 | 236567
worked | worked | [C0043227] | [C0043227]| [ occupational activity ]  |  [ occupational activity ]  | 54640 | 54640
pred | pred | [C0032952, C0044955] | [C0032952, C0044955]| [ organic chemical / pharmacologic substance / hormone ]  ;  [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance / hormone ]  ;  [ organic chemical / pharmacologic substance ]  | 26868 | 26868
medications | medications | [C0802604] | [C0802604]| [ clinical attribute ]  |  [ clinical attribute ]  | 5290 | 5290
state | state of the art review | [C1301808, C1442792] | [C0038199]| [ geographic area ]  ;  [ functional concept ]  |  [ intellectual product ]  | 255705 | 255705
defined | defined | [C1704788] | [C1704788]| [ intellectual product ]  |  [ intellectual product ]  | 20077 | 20077
element | element | [C1705248] | [C1705248]| [ conceptual entity ]  |  [ conceptual entity ]  | 30225 | 30225
not present | not present | [C1549059] | [C1549059]| [ qualitative concept ]  |  [ qualitative concept ]  | 206010 | 206010
appointments | appointments | [C0003629] | [C0003629]| [ activity ]  |  [ activity ]  | 177678 | 177678
ered | ered | [C1852551] | [C1852551]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 5927 | 5927
pace | pace | [C1150256, C1310542] | [C1150256, C1310542]| [ molecular function ]  ;  [ amino acid, peptide, or protein / enzyme ]  |  [ molecular function ]  ;  [ amino acid, peptide, or protein / enzyme ]  | 232721 | 232721
melanoma | melanoma and non-melanoma skin cancer | [C1302746] | [C0007114]| [ neoplastic process ]  |  [ neoplastic process ]  | 64052 | 64052
opposite | opposite | [C1521805] | [C1521805]| [ spatial concept ]  |  [ spatial concept ]  | 178890 | 178890
cyclobenzaprine | cyclobenzaprine | [C0056732] | [C0056732]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 265856 | 265856
each | each | [C1457900] | [C1457900]| [ quantitative concept ]  |  [ quantitative concept ]  | 1150 | 1150
bone erosion | bone erosion | [C0587240] | [C0587240]| [ pathologic function ]  |  [ pathologic function ]  | 100732 | 100732
decision-making | decision-making | [C0011109] | [C0011109]| [ mental process ]  |  [ mental process ]  | 6086 | 6086
supple | supple | [C0332254] | [C0332254]| [ functional concept ]  |  [ functional concept ]  | 11081 | 11081
consequence of | consequence of | [C0686907] | [C0686907]| [ functional concept ]  |  [ functional concept ]  | 214423 | 214423
thirty | thirty | [C3816446] | [C3816446]| [ quantitative concept ]  |  [ quantitative concept ]  | 114267 | 114267
logics | logics | [C0023963] | [C0023963]| [ idea or concept ]  |  [ idea or concept ]  | 7180 | 7180
immune-mediated | immune-mediated | [C4330477] | [C4330477]| [ qualitative concept ]  |  [ qualitative concept ]  | 121184 | 121184
document | document | [C1301746] | [C1301746]| [ intellectual product ]  |  [ intellectual product ]  | 34460 | 34460
concurrent | concurrent | [C0205420] | [C0205420]| [ temporal concept ]  |  [ temporal concept ]  | 112784 | 112784
rheumatic | rheumatic diseases | [C0035435] | [C0035435]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 125040 | 125040
dietary modification | dietary modification | [C0086153] | [C0086153]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 202349 | 202349
dollars | dollars | [C0562019] | [C0562019]| [ quantitative concept ]  |  [ quantitative concept ]  | 142758 | 142758
availability | availability of | [C0470187] | [C0470187]| [ functional concept ]  |  [ functional concept ]  | 62609 | 62609
networks | networks | [C1882071] | [C1882071]| [ functional concept ]  |  [ functional concept ]  | 230343 | 230343
two | two | [C0205448] | [C0205448]| [ quantitative concept ]  |  [ quantitative concept ]  | 5846 | 5846
staphylococcal protein a | staphylococcal protein a | [C0038164] | [C0038164]| [ amino acid, peptide, or protein / immunologic factor / indicator, reagent, or diagnostic aid ]  |  [ amino acid, peptide, or protein / immunologic factor / indicator, reagent, or diagnostic aid ]  | 143727 | 143727
cvd | cvd | [C0007222, C0007820] | [C0007222, C0007820]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  | 200868 | 200868
promote | promote | [C1875701] | [C1875701]| [ food ]  |  [ food ]  | 1238 | 1238
worries | worries | [C0233481] | [C0233481]| [ finding ]  |  [ finding ]  | 244112 | 244112
scenario | scenario | [C0683579] | [C0683579]| [ functional concept ]  |  [ functional concept ]  | 17706 | 17706
fibromyalgia | fibromyalgia | [C0016053] | [C0016053]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 89247 | 89247
does | does | [C1272751] | [C1272751]| [ finding ]  |  [ finding ]  | 1749 | 1749
reported | reported by | [C0684224, C0700287] | [C1709908]| [ intellectual product ]  ;  [ health care activity ]  |  [ group ]  | 235627 | 235627
attach | attach | [C1314972] | [C1314972]| [ intellectual product ]  |  [ intellectual product ]  | 111505 | 111505
worried | worried | [C0233481] | [C0233481]| [ finding ]  |  [ finding ]  | 229718 | 229718
short-term courses | short-term courses | [C0036999] | [C0036999]| [ educational activity ]  |  [ educational activity ]  | 435360 | 435360
librarian | librarian | [C0079695] | [C0079695]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 22835 | 22835
team | team | [C0871489] | [C0871489]| [ group ]  |  [ group ]  | 8052 | 8052
withdrawal | withdrawal | [C1710677] | [C1710677]| [ idea or concept ]  |  [ idea or concept ]  | 110280 | 110280
services | services | [C1704289] | [C1704289]| [ health care activity ]  |  [ health care activity ]  | 123691 | 123691
disease management | disease management | [C0376636] | [C0376636]| [ health care activity ]  |  [ health care activity ]  | 136121 | 136121
eastern europe | eastern europe | [C0015177] | [C0015177]| [ geographic area ]  |  [ geographic area ]  | 57615 | 57615
work in | work in | [C0557351] | [C0557351]| [ finding ]  |  [ finding ]  | 160664 | 160664
type 2 diabetes | type 2 diabetes | [C0011860] | [C0011860]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 178043 | 178043
palliative therapy | palliative therapy | [C0030231] | [C0030231]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 237576 | 237576
infliximab therapy | infliximab therapy | [C4076075] | [C4076075]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 118766 | 118766
steroid use | steroid use | [C0281991] | [C0281991]| [ individual behavior ]  |  [ individual behavior ]  | 191136 | 191136
exercise tolerance | exercise tolerance | [C2024889] | [C2024889]| [ finding ]  |  [ finding ]  | 235180 | 235180
follow-up care | follow-up care | [C3899107] | [C3899107]| [ health care activity ]  |  [ health care activity ]  | 165449 | 165449
dataset | dataset | [C1706233] | [C1706233]| [ intellectual product ]  |  [ intellectual product ]  | 407009 | 407009
cabinet | cabinet | [C0179481] | [C0179481]| [ manufactured object ]  |  [ manufactured object ]  | 276133 | 276133
insurance | insurance company | [C0021672] | [C1549448]| [ idea or concept ]  |  [ idea or concept ]  | 18824 | 18824
medical | medical school | [C1547184, C1561579] | [C0036378]| [ idea or concept ]  ;  [ intellectual product ]  |  [ manufactured object / health care related organization ]  | 10466 | 10466
spencer | spencer | [C1409892] | [C1409892]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 91288 | 91288
lib | lib | [C1427148] | [C1427148]| [ gene or genome ]  |  [ gene or genome ]  | 11176 | 11176
research support | research support | [C0035176] | [C0035176]| [ quantitative concept ]  |  [ quantitative concept ]  | 3902 | 3902
source | source | [C1705919] | [C1705919]| [ intellectual product ]  |  [ intellectual product ]  | 24250 | 24250
participant | participant | [C0679646] | [C0679646]| [ population group ]  |  [ population group ]  | 13576 | 13576
lin | lin | [C0861352] | [C0861352]| [ neoplastic process ]  |  [ neoplastic process ]  | 188 | 188
initiate | initiate | [C1548602, C1704686] | [C1548602, C1704686]| [ idea or concept ]  ;  [ functional concept ]  |  [ idea or concept ]  ;  [ functional concept ]  | 146041 | 146041
lit | lit | [C1420803] | [C1420803]| [ gene or genome ]  |  [ gene or genome ]  | 4550 | 4550
bias | bias | [C1504315] | [C1504315]| [ bird ]  |  [ bird ]  | 25507 | 25507
lis | lis | [C2247545] | [C2247545]| [ molecular function ]  |  [ molecular function ]  | 1843 | 1843
self-efficacy | self-efficacy | [C0600564] | [C0600564]| [ mental process ]  |  [ mental process ]  | 179715 | 179715
management techniques | management techniques | [C0680830] | [C0680830]| [ intellectual product ]  |  [ intellectual product ]  | 167224 | 167224
